player_name,runs,balls,wickets,boundaries,strike_rate,id_cricinfo
A Suwanchonrathi,29,127,5,4,22.83,1273950
Zhi Xinyu,6,9,0,1,66.67,1420161
D Wulandari,87,194,4,8,44.85,1323100
A Gunasekar,14,87,1,1,16.09,1420158
N Joshi,60,68,0,2,88.24,1403177
Sana Butt,9,22,0,0,40.91,1394399
Aishath Meesa Rameez,17,96,3,0,17.71,1420174
Nabaa Naseem,10,103,5,0,9.71,1208767
Fathimath Anaal,4,23,0,0,17.39,1420171
Hawwa Shaaiqa,9,30,0,0,30.0,1420178
Fathimath Malha,6,41,0,0,14.63,1420172
TB Pawde,14,27,0,1,51.85,1420157
Mehak Thakur,9,28,1,0,32.14,1420162
CM Saldanha,3,13,0,0,23.08,1420155
SKPD Ayu,0,12,2,0,0.0,1323110
ZL Thoon,57,234,14,2,24.36,1171478
Yang Yu Xuan,5,52,3,0,9.62,301158
KP Bhuva,0,2,0,0,0.0,1420166
Taful Elkhair,1,2,0,0,50.0,1318476
Hawwa Ifasha,2,9,0,0,22.22,1420170
Leen Luthufee,0,11,0,0,0.0,1208772
SK Shetty,2,16,1,0,12.5,1420154
S Jeelany,7,28,0,0,25.0,1420152
Nishma Pereira,2,11,0,0,18.18,1420164
Durriya Malik,0,1,0,0,0.0,1420163
Chayanisa Phengpaen,4,32,3,0,12.5,1318484
Abhishek Sharma,177,205,3,27,86.34,1070183
J Campbell,247,207,1,27,119.32,1120613
R Parag,110,147,5,12,74.83,1079434
Dhruv Jurel,7,14,0,1,50.0,1175488
TU Deshpande,1,37,2,0,2.7,822553
W Ngowhuad,9,28,3,0,32.14,1337308
T Chopel,1,14,0,0,7.14,1337238
Tashi Dorji,4,29,1,0,13.79,1167764
Hazrat Luqman,14,44,1,0,31.82,1241269
J Jarvis,61,154,8,5,39.61,1278263
Zuhaib Zubair,13,45,0,1,28.89,1241253
C Tear,54,64,0,6,84.38,1266476
J Dickinson,16,39,1,1,41.03,1112224
R Chopra,79,82,0,7,96.34,1388460
Omid Shafi Rahman,8,81,5,0,9.88,1411895
A Valthapa,5,12,0,1,41.67,1199669
PD Blignaut,0,84,4,0,0.0,1256934
NRJ Croes,46,44,0,4,104.55,1191381
K Klein,27,142,11,1,19.01,1195670
Amir Farooq,92,236,9,8,38.98,1369833
Shahzaib Jamil,103,85,0,9,121.18,1397995
R Theruvath,8,9,0,0,88.89,1422847
P Gopalkrishnan,2,9,1,0,22.22,1422848
J Masquater,88,122,0,11,72.13,1423602
TL Cutler,80,276,9,8,28.99,772511
Sefu Athumani,1,7,0,0,14.29,1155750
Aakash Chand,8,71,7,0,11.27,1185557
J Winster,5,92,5,0,5.43,499249
L Jones,19,96,4,2,19.79,1167624
K Reyneke,31,97,4,2,31.96,1331328
C Wyngaard,0,6,0,0,0.0,1344015
G Jafta,9,68,4,0,13.24,1167631
J Botha,298,1007,42,28,29.59,44149
M Smit,74,65,0,6,113.85,1210910
U Peace,17,184,8,0,9.24,1423877
S Naidu,6,100,2,0,6.0,1331329
S Tuhadeleni,12,165,10,0,7.27,1400003
N Baneti,2,7,0,0,28.57,1128745
S Lourens,3,6,0,0,50.0,1126116
R Mupfudza,124,128,0,12,96.88,1217623
SPS Shikongo,11,82,4,0,13.41,1425190
JC Balt,82,176,2,3,46.59,1178066
S Fouch̩,50,87,1,5,57.47,948437
GJ van Rensburg,86,157,2,6,54.78,1218992
T Musekiwa,93,151,8,12,61.59,1258606
O Muzondo,28,121,11,2,23.14,1355079
WT Mubayiwa,8,118,6,0,6.78,949577
TZ Chataira,10,48,5,0,20.83,1337556
M Joseph,10,8,0,1,125.0,1407142
H Pieterse,64,54,1,7,118.52,1192197
G Van Heerden,113,60,0,15,188.33,946177
L Botha,50,43,1,8,116.28,1255246
E Frosler,0,12,0,0,0.0,1255962
L Ntanzi,2,8,0,0,25.0,1071023
J Prodehl,0,24,2,0,0.0,1282001
J Raubenheimer,2,25,3,0,8.0,595881
AQM Yako,3,20,0,0,15.0,1425077
N Mugabe,381,365,0,45,104.38,594321
L Nyarko,6,74,4,0,8.11,1425071
Aarnav Patel,10,51,3,0,19.61,1425319
P Yevugah,22,30,0,1,73.33,1107677
K Macheka,11,43,4,0,25.58,1210419
TB Robinson,95,74,0,12,128.38,1290929
Abrar Ahmed,0,48,2,0,0.0,734459
Irfan Khan,48,38,0,6,126.32,1199426
ZGF Foulkes,50,123,5,2,40.65,1202098
W O'Rourke,9,77,4,0,11.69,1211825
Ahmed Aqeel,330,318,3,31,103.77,1418989
U Bhagwan,8,79,2,1,10.13,1387900
Usman Rafiq,0,12,1,0,0.0,772469
J Gumbie,50,53,0,6,94.34,596376
G Chilia,34,52,0,2,65.38,1362958
S Immadi,6,87,2,0,6.9,1425916
S Gimhani,5,94,7,0,5.32,1427037
Pooja Ganesh,22,31,0,3,70.97,1352082
Pooja Shah,24,16,0,2,150.0,1352083
K Frank,6,19,0,0,31.58,1332575
D Lohia,0,30,0,0,0.0,1323119
Najiha Alvi,16,17,0,1,94.12,1204957
Song Yangyang,5,27,0,0,18.52,492674
V Sukumaran,165,145,1,22,113.79,1256189
Nazmus Sakib,16,18,0,1,88.89,1428733
RV Viraj,33,84,2,5,39.29,1428999
KDACK Gunarathne,8,18,0,0,44.44,1429000
Syed Haider,42,44,0,2,95.45,1126010
Kamran Khan (2),20,25,0,2,80.0,319750
Ahmad Raza,1,38,1,0,2.63,1337284
Raunaq Kapur,3,17,1,0,17.65,1161034
Ubaid Minhas,11,10,0,0,110.0,633605
Muhammad Babar,67,36,0,10,186.11,1429147
G Richardson,5,28,1,0,17.86,1278242
J Kemp,4,7,0,0,57.14,1426489
W Perchard,4,27,0,0,14.81,1278241
N Chaihan,0,2,0,0,0.0,1289907
Suabika Manivannan,14,88,2,0,15.91,1378773
Ishma Tanjim,24,35,0,2,68.57,1204961
TP Kanwar,5,99,1,0,5.05,960847
Nur Izzatul Syafiqa,6,16,0,0,37.5,1318470
Sabikun Nahar Jesmin,3,50,3,0,6.0,1440552
S Sajana,36,64,0,5,56.25,960955
U Chetry,9,7,0,1,128.57,960695
AIV Benatar,229,345,11,8,66.38,1429980
L Dalbina,115,292,4,0,39.38,1394107
N Caruana,230,354,8,6,64.97,1429982
M Valner,105,350,6,1,30.0,1394110
RA Reilly,100,94,0,9,106.38,1429984
V Frey,54,116,4,1,46.55,1430000
EAS Ferrary,178,290,15,12,61.38,1429981
L Sormus,152,353,7,2,43.06,1394108
P Raghunath,32,57,0,0,56.14,1429985
S Pattenden,26,67,0,0,38.81,1394115
LJ Payas,159,204,5,9,77.94,1429989
Ragne Hallik,42,116,2,0,36.21,1394114
H Mumford,59,211,9,0,27.96,1429986
YS Blagg,57,179,13,1,31.84,1429993
B Wani,38,105,2,1,36.19,1430002
H Kerge,79,157,0,0,50.32,1430001
N Zholudz,48,106,0,1,45.28,1394113
N Tykhonravova,24,52,0,0,46.15,1394112
M Frey,8,25,0,0,32.0,1429999
CT McNally,98,101,0,8,97.03,1429988
E Ellermaa,18,56,0,0,32.14,1429998
M Paryani,2,8,2,0,25.0,1429994
DT Doram,6,140,9,0,4.29,643133
SB Wagh,63,92,0,3,68.48,279552
S Pillai,37,132,5,5,28.03,1182026
D Ganesh,12,114,5,0,10.53,28774
Imran Ahmed Kaneez,23,99,5,0,23.23,1428755
S Murari,12,103,3,1,11.65,1182025
S Elayaperumal,6,28,0,0,21.43,1428736
GE Gutierrez Chavez,3,5,0,0,60.0,1428737
D Rawat,51,130,8,5,39.23,1182017
R Ankad,60,193,8,3,31.09,1182008
G Singhdeo,22,29,0,3,75.86,1428759
SU Halarnkar,0,4,0,0,0.0,1428758
G Murali,76,106,0,5,71.7,1182020
KO Altamirano,0,1,0,0,0.0,1428992
K Shivam,0,4,0,0,0.0,1428751
RR Saun,25,34,0,2,73.53,1428752
JM Obando,0,5,0,0,0.0,1428994
DV Devjani Mutreja,3,5,1,0,60.0,1428738
YJC Altamirano,1,2,0,0,50.0,1429115
Seetharam Guruvayoorappan,54,69,0,4,78.26,1403965
A Tripathi,4,19,0,0,21.05,1203246
PV Naringrekar,0,2,0,0,0.0,1429283
T Ariuntsetseg,85,315,5,2,26.98,1399073
O Erdenebaatar,117,465,6,1,25.16,1429905
B Namuunzul,52,176,1,0,29.55,1399065
M Enkhzul,63,229,8,0,27.51,1399072
J Erdenesuvd,19,168,0,0,11.31,1399071
O Amarjargal,52,205,3,0,25.37,1429906
B Ichinkhorloo,62,181,0,0,34.25,1399064
SI Bara,14,149,11,0,9.4,1430172
E Khaliunaa,14,45,0,0,31.11,1399067
G Anujin,30,62,0,2,48.39,1399070
G Urjindulam,20,63,0,1,31.75,1399069
Hilva Noor,91,158,7,0,57.59,1429920
B Bulganchimeg,0,1,0,0,0.0,1399063
IGASF Pratiwi,53,67,0,0,79.1,1323113
NKD Murtiari,25,123,7,0,20.33,1323108
B Narangerel,3,12,0,0,25.0,1399066
NKDP Putri,12,85,4,1,14.12,1323116
TJP Weo,7,12,0,0,58.33,1430354
R Rohmalia,18,58,7,1,31.03,1430642
JRD Ngana,6,16,0,0,37.5,1430650
DA Sasrikayoni,24,33,0,0,72.73,1323101
Habiba Islam,2,13,0,0,15.38,1429513
S Asha,9,150,9,0,6.0,550687
K Inakale,46,110,0,0,41.82,1276626
R Shimwamana,32,222,10,1,14.41,1430392
AL Mundundo,53,192,4,1,27.6,1326682
L Chipanga,28,154,5,0,18.18,1205895
K Mohanoe,20,42,0,1,47.62,1430344
D Uwizeye,3,15,1,0,20.0,1430340
A Motorwala,0,1,0,0,0.0,1430345
G Ingabire,34,65,1,4,52.31,1430338
DJ Mokoatsela,11,25,0,0,44.0,1430342
K Mabitle,0,2,0,0,0.0,1395427
L Ufitinema,9,16,0,1,56.25,1430515
L Kooagile,4,14,1,0,28.57,1276627
T Moitoi,0,3,0,0,0.0,1380572
J Sonia,6,20,1,0,30.0,1430346
S Smale,39,31,0,5,125.81,1277198
PJ Scholfield,37,25,0,4,148.0,743647
GL Adams,44,64,0,3,68.75,469879
C Pavely,16,56,4,1,28.57,1340525
R MacDonald-Gay,9,15,1,0,60.0,1187119
CE Coulter Reilly,2,1,0,0,200.0,1232213
PE Kruger,90,189,9,9,47.62,499560
N Peter,32,125,7,2,25.6,946483
RD Rickelton,252,177,0,31,142.37,605661
T Amarmend,119,370,8,7,32.16,1431558
Z Shurentsetseg,44,218,6,1,20.18,1431562
M Vivekanandan,115,398,9,8,28.89,1431563
H Upadhyay,18,37,0,0,48.65,1431564
G Ganbold,54,127,0,1,42.52,1431561
Abdul Samad,2,36,4,0,5.56,1175485
K Lake,9,56,3,0,16.07,1411856
B Ito-Davis,149,227,16,12,65.64,1431565
A Kadowaki Fleming,136,80,0,12,170.0,1318868
A Kalasi,24,185,11,1,12.97,1337309
Gaurav Tiwari,121,337,11,7,35.91,1082752
H Niaz,174,123,0,25,141.46,525042
C Roberts,240,233,0,24,103.0,1432707
Kamran Ahmadzai,223,238,9,28,93.7,1432705
Zaheer Zahiri,59,216,15,4,27.31,1432703
S Stanikzay,21,207,6,0,10.14,1432702
F Khaliq,74,160,8,7,46.25,520289
D Dewald,79,267,9,4,29.59,1400099
Waqas Ali,24,57,3,0,42.11,1156425
Zaki Ul Hassan,12,62,3,1,19.35,1183925
Ikbal Hossain,19,67,3,1,28.36,1432704
Taj Nehar,8,18,0,0,44.44,1440554
S Joseph,31,189,10,1,16.4,1356971
A Athanaze,80,64,0,9,125.0,1078692
KT Maphaka,11,74,1,0,14.86,1294342
JF Smith,6,6,0,0,100.0,498582
DR Mousley,6,31,2,0,19.35,1172968
T Hinds,16,18,0,1,88.89,1152714
M Landsman,41,58,2,3,70.69,1176719
HA Daluwatta,17,35,1,0,48.57,1435590
Ilenia Sims,166,266,9,8,62.41,879287
S Khurana,42,44,0,1,95.45,1425899
MIW van den Raad,10,23,0,0,43.48,1393522
T Araliya,26,79,3,1,32.91,1272391
K Kaur,0,3,0,0,0.0,1329437
IU Jayamannage,0,5,0,0,0.0,1435591
Manan Bashir,36,32,0,6,112.5,1434631
Firas Hussain,109,129,2,14,84.5,1434633
M Gogev,144,238,5,13,60.5,1434630
Jakob Gul,35,28,0,4,125.0,1434632
C Pyle,161,146,0,18,110.27,1434279
Waleed Waqar,2,20,1,0,10.0,1434629
Muhammad Moiz,118,222,13,13,53.15,1314062
A Rajshekara,123,118,0,13,104.24,1392862
H Pile,2,6,0,0,33.33,1434278
E Guehoada,11,109,1,0,10.09,1228989
SA Nono,16,42,0,0,38.1,1318943
CN Messina,6,31,0,0,19.35,1435503
A Akurut,4,65,3,0,6.15,1435501
A Akhigbe,90,189,1,12,47.62,1423827
A Wanjira,121,439,14,8,27.56,1349093
V Igbinedion,89,121,0,10,73.55,697637
P Maziya,44,86,0,6,51.16,1395407
A Alfonso,16,39,0,1,41.03,1395410
A Letuba,3,8,0,0,37.5,1318958
M Juma,7,8,0,1,87.5,1265238
J Ogolla,3,15,0,0,20.0,1395402
P Timong,40,96,10,3,41.67,1435500
I Nandera,6,48,3,0,12.5,1423774
Geovanis Uwase,32,40,0,3,80.0,1351966
J Ajiambo,19,199,14,0,9.55,338185
CSN Mbelel,0,2,0,0,0.0,1435502
JA Burns,214,149,0,27,143.62,326632
Zain Ali,3,50,4,0,6.0,1437684
TJ Draca,12,103,8,0,11.65,1437343
J Vijay,146,118,0,22,123.73,1437209
Muhammad Burhan,37,118,7,0,31.36,1434877
JAM Henri,41,127,5,2,32.28,1437208
Amal Jacob,44,100,3,3,44.0,1437202
Danyal Akbar,31,32,0,2,96.88,1437203
S Barnett,12,11,0,0,109.09,1323413
H McAleer,63,78,0,3,80.77,1437206
Karanbir Singh,244,235,4,34,103.83,1435271
AN Lascu,145,205,8,24,70.73,1437344
Ali Hussain,20,109,3,1,18.35,1437347
Waqar Zalmai,8,120,8,0,6.67,1101791
Shadnan Khan,4,10,0,0,40.0,1101796
Amar Naeem,45,48,0,6,93.75,520150
Baseer Khan,12,12,0,1,100.0,1435270
Rameez Khan,45,30,0,6,150.0,1437346
WSLK Narayana,72,113,1,11,63.72,1437339
LSP Siriwardene,29,47,0,0,61.7,425253
E Bhonkar,9,17,0,0,52.94,1437336
Y Divekar,19,30,0,1,63.33,1437340
Virendra Kumar,30,81,4,2,37.04,1437338
Ibrahim Kursad Dalyan,16,66,1,1,24.24,1437350
Abdullah Khan Lodhi,99,113,0,10,87.61,1437349
S Clarke,5,10,0,0,50.0,1437205
Kamran Wahid,5,42,3,0,11.9,1437204
Aviel Warsulkar,3,3,0,0,100.0,1321985
Adnan Gondal,2,12,2,0,16.67,1437207
Serdar Burak Emir,2,17,0,0,11.76,1437351
I Dulani,6,5,0,1,120.0,924291
Toqeer Ahmad,16,130,8,0,12.31,1439009
S Simpson,12,60,6,1,20.0,1438022
S Burdekin,189,338,14,19,55.92,1438800
S Gooch,314,447,15,29,70.25,1204210
J Chialoufas,157,173,1,15,90.75,1438805
MPGT Ketiyage,197,380,8,18,51.84,1156258
Taranjit Singh,187,272,10,23,68.75,1438802
A Shahi,114,220,11,13,51.82,1438792
B Mahesh,35,106,4,2,33.02,1438794
R Siriwardena,57,113,5,5,50.44,1438797
R Parkin,18,81,3,1,22.22,1438029
R Sekaran,2,4,0,0,50.0,1438028
Kamal Raiz,6,34,1,0,17.65,1438796
T Kolcunova,164,256,0,9,64.06,1437352
M Ulmanova,17,45,2,0,37.78,1437363
A Kshirsagar,23,95,3,1,24.21,1437354
S Kolcunova,69,179,4,0,38.55,1437361
J Kominkova,16,41,1,1,39.02,1438315
E Kuncova,35,117,1,0,29.91,1437367
K Tesarikova,49,60,0,5,81.67,1437353
R Pavlickova,39,89,0,0,43.82,1437366
Z Franova,83,115,0,4,72.17,1438320
V Volfova,20,27,0,1,74.07,1437355
E Vukusic,275,307,4,21,89.58,1438292
H Leko,86,183,3,3,46.99,1438296
L Krvaric,123,184,3,9,66.85,1438297
P Senjug,46,136,4,1,33.82,1438294
A Charles,13,21,1,0,61.9,1438307
S Kucuksucu,25,110,3,0,22.73,1438298
V Romani,11,27,0,0,40.74,1438305
Y Korniienko,19,30,0,0,63.33,1438306
I Zigante,13,25,0,1,52.0,1438293
M Modric,2,13,0,0,15.38,1438302
Ying King To,6,7,0,0,85.71,1429992
A Joshi,42,83,0,0,50.6,1438325
Priyanka Reddy,2,7,0,0,28.57,1438303
S Sebastian,4,20,0,0,20.0,1438299
R Mikulaskova,0,4,0,0,0.0,1438327
Z Flamikova,0,1,0,0,0.0,1438316
B Pavlinakova,3,5,0,0,60.0,1438326
D Koralalage,47,159,10,0,29.56,1438827
A Vessik,61,168,10,0,36.31,1438033
S Dunukedeniya,36,132,5,1,27.27,1438821
N Liyanage,31,101,6,1,30.69,1438828
A Taylor,83,188,3,0,44.15,1438814
C Wijesinghe,11,30,1,0,36.67,1162378
Asma Shifa,13,26,0,0,50.0,1394103
A Dirannehelage,82,195,4,2,42.05,1438817
I Chathurani,183,289,8,10,63.32,789163
Viktoria Frey,74,179,3,0,41.34,1430000
S Jayakodi,62,106,0,0,58.49,1438812
T Gedarage,81,145,0,3,55.86,1438813
T De Silva,23,46,0,0,50.0,1438823
M Pugi,2,2,0,0,100.0,1394111
Joyleen Kaur,4,67,5,0,5.97,1333799
NM Salonen,100,268,13,6,37.31,1438224
Ghulam Abbas Butt,147,167,1,21,88.02,1438222
AJ Parmar,7,156,19,0,4.49,1438289
Luka Woods,89,181,3,10,49.17,1440985
BM Pecic,55,64,0,3,85.94,1440982
B Kohler-Cadmore,89,62,0,14,143.55,1023393
Musaddiq Ahmed,116,149,4,18,77.85,496764
M Raikes,1,20,1,0,5.0,257785
M Stanikzai,22,45,1,2,48.89,1442102
SKR Mallidi,15,26,0,1,57.69,1442097
Zabiullah Zahid,0,1,0,0,0.0,1273287
A Mundra,105,67,0,16,156.72,1442095
Izaz Ali,8,15,1,1,53.33,1394117
Rasheed Ali Mamadkhel,4,7,0,0,57.14,1314203
Junaed Mullah,2,12,0,0,16.67,1430393
Merwais Shinwari,5,18,1,0,27.78,1440632
Saeed Waqar Ali,0,6,0,0,0.0,1440691
ZXM Vukusic,132,131,3,14,100.76,1442092
M Grzinic,13,55,4,0,23.64,523227
PS Roberts,72,119,1,5,60.5,1442089
LW Potthoff,11,44,4,0,25.0,1323457
Abdur Rahman Sudais,44,36,0,5,122.22,335850
Bashir Ahmad,5,16,0,1,31.25,1442100
A Govorko,1,1,0,0,100.0,366594
J Stanigze,0,24,2,0,0.0,1442096
Mansoor Malangzai,29,17,0,4,170.59,1435273
Mofassar Saeed,18,20,0,2,90.0,467849
Jaikumar Thakur,6,13,0,0,46.15,1442090
Adil Khan,3,26,2,0,11.54,1380793
OSB Tilley,2,2,0,0,100.0,1442091
MP Yadav,10,78,4,0,12.82,1292563
Nithish Kumar Reddy,102,107,3,12,95.33,1175496
B Fitchet,121,97,0,18,124.74,468592
M Dale-Bradley,54,206,14,4,26.21,1386350
Harry Johnson,13,117,6,0,11.11,1437534
C Forshaw,21,161,17,1,13.04,1392239
T Britton,1,25,2,0,4.0,1278237
R Choden,13,133,6,0,9.77,1140105
DAL Paramitha,14,94,4,0,14.89,1343590
Sangay Zangmo,1,4,0,0,25.0,1318459
LAR Bommareddy,58,169,1,3,34.32,1441585
TW Hamid,14,10,2,2,140.0,1441581
C Cassell,1,9,0,0,11.11,1444192
JJ Davidson,3,10,0,0,30.0,1195676
Yves Cyusa,107,186,6,11,57.53,1440888
SZ Vayani,41,258,16,2,15.89,1378451
P Zuze,37,60,0,2,61.67,1345178
I Uboh,2,51,3,0,3.92,1155532
Selim Salau,140,141,0,20,99.29,1442948
M Akhigbe,5,2,0,1,250.0,1176870
C Wickramasinghe,9,42,1,1,21.43,1186658
E Bourgaize,2,10,0,0,20.0,1321752
E Millington,7,25,0,0,28.0,961313
Rosie Davis,26,30,0,2,86.67,1383332
K De La Mare,4,6,0,0,66.67,792223
V Khanduri,19,98,5,0,19.39,1447802
A Davidson Soler,102,89,0,9,114.61,1445612
P Deol,20,56,0,1,35.71,1447801
Ali Rasool,8,70,2,0,11.43,1447948
O Duff,7,21,2,0,33.33,1447950
M Worndl,45,91,0,3,49.45,1447946
R Dianish,99,121,1,13,81.82,1448056
E Kuchey,18,56,0,1,32.14,520046
VRB Arachchige,8,59,2,1,13.56,1448054
Shayan Khan,5,13,1,0,38.46,1447262
Sinan Khan,46,85,3,3,54.12,1448049
S Vasilakis,23,86,3,1,26.74,1448047
Samader Shadab,40,93,3,2,43.01,1448051
Sajid Khan Afridi,79,100,1,8,79.0,1448048
Ali Muaaz,17,30,0,1,56.67,1203926
M Vandrasi,109,175,8,12,62.29,1447947
SJ Hughes-Pinan,13,105,7,1,12.38,1358606
N Katechis,6,17,0,0,35.29,1267520
A Dowling,3,4,0,0,75.0,1447949
Muhammad Tahir,5,29,2,0,17.24,1448050
ECB Moore,5,59,3,0,8.47,1444599
LM Sims,14,46,5,0,30.43,1444598
M Jayphert,2,15,0,0,13.33,1323120
J Danikula,58,189,7,3,30.69,1445605
Rashid Hashmi,8,17,0,0,47.06,1445607
Saghar Manzoor,59,51,0,9,115.69,1445608
V Rathinasamy,48,96,3,3,50.0,1445611
S Houghton,28,52,0,2,53.85,1445610
A Chaubey,38,110,3,2,34.55,1445726
A Sathyan,14,31,1,1,45.16,1445603
H Satheedevi,26,88,3,2,29.55,1445604
K Kekez,15,33,0,1,45.45,1445606
D Long Martinez,86,58,0,12,148.28,1445613
JL Tutty,26,175,8,0,14.86,1447230
OE Taylor,16,152,17,0,10.53,1447229
MJM Kavana,11,48,3,0,22.92,1447226
AJA Samuels,33,138,3,0,23.91,1447228
JMV Junior,14,15,0,1,93.33,1185754
Noah Mead,13,97,4,0,13.4,1447215
DR Tawake,66,85,0,5,77.65,1447223
SM Nash,37,135,4,3,27.41,1447216
J Cama,31,28,0,3,110.71,1447220
P Dakainivanua,79,201,7,6,39.3,302679
A Sokovagone,181,156,0,22,116.03,1185747
D Visser,280,272,12,38,102.94,1447217
P Kotoisuva,61,97,3,4,62.89,1362921
AZ Shah,8,49,1,0,16.33,1447221
JQK Moala,26,151,10,0,17.22,1447224
S Tabuisulu,16,134,4,0,11.94,1333976
DE Burgess,14,65,4,0,21.54,581604
A Ilaoa,18,14,0,1,128.57,1362925
P Sua,0,2,0,0,0.0,1447218
T Misi,1,1,0,0,100.0,1447219
ST Yalimaiwai,5,64,4,0,7.81,1447222
T Wuatai,9,25,0,1,36.0,1447231
K Tari,11,24,1,0,45.83,420512
Kau Qalo,32,32,0,3,100.0,647735
TM Anker,2,7,0,0,28.57,1447225
BA Viraliliu,40,31,0,3,129.03,1186241
L Ostergaard,102,216,9,2,47.22,1432245
Alina Aslam,89,209,5,0,42.58,1446894
TS Erichsen,127,141,0,8,90.07,1317025
P Agrawal,23,149,11,0,15.44,1275236
Prachi Kumari,15,36,0,0,41.67,1316851
K Pandya,11,9,0,0,122.22,1432330
C Ostergaard,24,101,3,1,23.76,1432244
Nayab Razwan,54,94,0,2,57.45,1446893
Nayab Alizai,74,103,0,2,71.84,1196328
A Le Ray,4,28,1,0,14.29,1321753
Alice Davis,4,14,1,0,28.57,1383333
VB Viyala,26,37,0,0,70.27,1446896
ZB Lion-Cachet,35,118,4,1,29.66,1274487
J Drysdale,21,156,6,1,13.46,1427052
Akhil Kumar,44,109,5,5,40.37,1193293
SR Mukkamalla,344,249,0,43,138.15,1193310
K Tathgur,7,17,0,0,41.18,1206188
Muhammad Umar,104,70,0,10,148.57,1179852
Rajkumar Rajendran,12,18,0,1,66.67,1448083
Rajab Hussain,3,6,0,0,50.0,1337562
Saif Ullah Malik,2,3,0,0,66.67,1072478
Mohamed Shiyam,43,82,1,4,52.44,1447968
GPK Wijesingha,109,106,0,10,102.83,1447967
S Natsagdorj,23,64,0,0,35.94,1447962
S Gantulga,15,55,0,1,27.27,1447960
R Sheshadri,24,41,1,2,58.54,1448714
WA Simpson,127,89,0,13,142.7,1447956
Azri Azhar,2,20,0,0,10.0,1448905
T Batjargal,2,4,0,0,50.0,1447963
E Batkhuyag,9,38,1,1,23.68,1447964
Mabsar Abdulla,14,23,0,0,60.87,1447965
Azin Rafeeg,4,6,0,0,66.67,1400108
Mohamed Miuvaan,1,26,0,0,3.85,1400105
Aneeta Santhosh,1,19,0,0,5.26,1447751
SM Arooja,0,1,0,0,0.0,1447747
Sneha Shankar,14,19,0,1,73.68,1447746
TRR Sharfudheen,9,25,0,0,36.0,1447744
C Henery,60,124,6,2,48.39,1390120
Likitha Yadav,17,45,1,1,37.78,1447748
T Sarada,2,5,0,0,40.0,1332009
A Littlejohns,15,17,0,2,88.24,1344443
S Hassall,11,14,0,1,78.57,1432334
E Tzanavari,0,1,0,0,0.0,1447750
N Dolianiti,2,5,0,0,40.0,1447756
A Mesarovic,178,218,2,17,81.65,1448029
N Nojic,26,164,10,0,15.85,1333953
E Prokic,42,138,6,0,30.43,792661
S Matijevic,109,177,7,8,61.58,1333957
M Trajkovi,30,100,3,0,30.0,1448013
S Simic,22,74,1,0,29.73,364374
M Nikolic,98,175,0,3,56.0,1333955
T Martic,22,38,0,0,57.89,1333950
M Perisic,114,165,0,3,69.09,1448014
N Jovicevic,3,13,0,0,23.08,1333956
Marija Mratinkovic,1,3,0,0,33.33,1333958
Tasmia Rubab,1,25,0,0,4.0,1405003
Keziah Miriam Sabin,17,22,0,1,77.27,1449731
P Munorwei,8,61,2,0,13.11,1360533
R Pasipanodya,23,17,0,4,135.29,1435594
C Moyo,4,53,0,0,7.55,1344374
Rishitha Rajith,4,9,0,0,44.44,1306441
L Pemhiwa,1,2,0,0,50.0,1435593
A Simelane,15,46,1,1,32.61,1070754
A Ostergaard,38,71,0,3,53.52,1450859
GEM Brealey,32,90,1,0,35.56,402550
Aarti Priya,28,111,5,0,25.23,684055
H Simpson-Parker,33,27,0,1,122.22,1313535
Jagrat Dubey,33,123,6,0,26.83,1037525
Khusboo Kandpal,48,120,3,2,40.0,452539
SH Lawlor,82,156,2,6,52.56,538146
Kerry Fraser,31,125,3,0,24.8,1289695
MPM Pathirannehelage,44,77,4,5,57.14,1272406
SK Reddy,19,58,2,0,32.76,1272405
S Bhardwaj,11,45,3,0,24.44,1390125
PN Agarwal,9,23,0,0,39.13,1434170
Shivani Sati,14,32,0,0,43.75,1114169
Navneet Bamrah,4,16,0,0,25.0,339040
FC Ellingworth,2,7,0,0,28.57,792665
Divya Kandpal,7,21,0,0,33.33,1027871
CM Madsen,7,15,1,0,46.67,1446887
L Holmgaard,4,40,5,0,10.0,1446891
Mounica Chowdary,8,13,0,0,61.54,1450852
Purvi Kumari,2,8,0,0,25.0,1450857
AW Wambua,23,40,1,2,57.5,1450519
JM Nthenya,70,161,3,6,43.48,1450517
C Umutonni,0,12,0,0,0.0,1450523
ZM Hamisi,22,43,0,0,51.16,1450518
T Trajkovic,74,188,14,2,39.36,1333954
M Jevdjenovic,20,74,5,0,27.03,1450872
A Hewage,1,13,1,0,7.69,1438809
LJ Leokaoke,15,89,2,0,16.85,1345171
L Monanthane,23,78,1,0,29.49,1283105
Sajid Patel,61,64,0,7,95.31,346554
E Frimpong,9,65,4,1,13.85,1155519
H Kinga,0,5,0,0,0.0,1450902
K Juma,8,73,6,0,10.96,1450919
Y Konate,18,61,0,2,29.51,1450924
LS Barkania,15,80,7,0,18.75,1280678
A Nimaga,11,13,0,1,84.62,1450927
Muhammad Zafar Khan,56,42,0,12,133.33,1151266
Mohamed Fadiga,0,4,0,0,0.0,1450926
PK Ananya,21,20,0,2,105.0,308513
B Mejaro,6,36,1,0,16.67,1426387
SYS Assegon,4,21,0,0,19.05,1450904
VF Bomnyuy,4,8,0,0,50.0,1347278
K Thuchila,2,38,1,0,5.26,1345177
