player_name,runs,balls,wickets,boundaries,strike_rate,id_cricinfo
N Thushara,41,305,24,1,13.44,955235
P Jayawickrama,4,84,2,0,4.76,1028665
K Mishara,15,19,0,2,78.95,1075863
J Liyanage,30,45,0,0,66.67,681681
TM McGrath,1133,1123,20,158,100.89,381311
A King,58,432,23,4,13.43,944393
YH Bhatia,224,247,0,26,90.69,960715
HJ Darlington,1,18,0,0,5.56,1128781
Renuka Singh,141,1204,63,0,11.71,960853
TC Barker,743,583,0,90,127.44,520281
SMK Waththage,57,302,12,0,18.87,1156478
Ali Waqar,37,137,3,2,27.01,1263716
SJ Patel,15,107,6,0,14.02,1263718
P Taylor,10,93,7,0,10.75,1198882
Naveed Ahmed,141,582,24,9,24.23,1156477
Atif Kamal,27,187,13,2,14.44,1198919
Bilal Zalmai,249,348,10,39,71.55,1101794
M Simpson-Parker,263,253,1,24,103.95,650887
N Wijesekera,78,89,0,5,87.64,469210
K Joshi,160,548,22,14,29.2,1101787
Mirza Ahsan,319,211,0,36,151.18,1198874
Jaweed Sadran,98,280,10,8,35.0,1263727
Sahel Zadran,93,414,21,4,22.46,1263723
Aqib Iqbal,332,832,32,25,39.9,1101783
LP Kasturiarachchige,7,63,3,1,11.11,520152
S Sengupta,41,133,4,3,30.83,1263719
G Venkateswaran,116,165,1,10,70.3,1198921
Razmal Shigiwal,604,469,1,68,128.78,1156634
R Vishwanath,2,3,0,0,66.67,1198916
I Asif,98,144,7,11,68.06,520164
Umair Tariq,51,145,3,2,35.17,1263724
S Grover,100,74,0,13,135.14,1263715
O Asika,154,237,0,7,64.98,1199588
J Efosa,64,253,11,3,25.3,1172355
L Idambo,145,794,39,6,18.26,1179941
Q Abel,1040,1634,68,129,63.65,1119431
S Wetoto,154,323,20,22,47.68,271884
B Freeman,14,49,0,0,28.57,1209093
J Kgang,30,111,4,0,27.03,1265240
T Motlhabaphuti,31,79,1,1,39.24,1265241
MI Khagoitsa,157,671,29,17,23.4,1349092
B Murekatete,192,701,33,8,27.39,1199597
M Imimole,7,79,0,0,8.86,1265232
E Sandy,173,240,0,13,72.08,1199589
F Odhiambo,40,449,21,2,8.91,1119438
F Irakoze,31,45,0,2,68.89,1172643
M Gorases,314,460,6,25,68.26,1198334
J Otieno,3,4,0,0,75.0,1119427
O Omonkhobio,1,5,0,0,20.0,1265234
E Van Zyl,217,255,0,18,85.1,1158510
S Gasteratos,21,75,7,1,28.0,469226
Aslam Mohammad,216,298,6,23,72.48,580988
AS Mehmi,87,225,6,9,38.67,1203928
A Manousis,50,79,2,7,63.29,520081
Arsalan Ahmed,44,74,3,7,59.46,1203930
GC Galanis,98,272,12,7,36.03,1203920
Asrar Ahmed,80,142,3,9,56.34,1203923
Taranjeet Singh,1148,1267,36,178,90.61,1236495
Syed Amanullah,15,22,1,1,68.18,1267521
S Siriotis,0,1,0,0,0.0,1267524
T Zotos,20,41,2,1,48.78,1267519
S Tosic,149,316,6,8,47.15,1267511
WAE Burton,408,381,8,61,107.09,1267514
LA Dunbar,692,562,0,89,123.13,1203879
Apon Mustafizur,6,10,0,0,60.0,1203889
NR Johns-Wickberg,104,444,21,8,23.42,1267513
J Reb,63,81,0,5,77.78,1203877
BJ Davidson,17,23,0,1,73.91,1267512
MR Dorgan,7,17,1,0,41.18,1267517
V Zimonjic,243,653,28,24,37.21,1267515
M Sarenac,66,343,20,0,19.24,1203882
A Djorovic,47,129,1,3,36.43,1203881
H Lakov,609,1039,27,38,58.61,1203898
S Thakur,107,151,3,13,70.86,1267510
B Ivanov,19,32,0,1,59.38,1203897
J Albin,139,328,6,11,42.38,1267508
N Zimonjic,91,159,3,11,57.23,1203875
Waqar Abbasi,4,56,2,0,7.14,1236050
Aswad Khan,2,8,0,0,25.0,1267506
D Myers,422,343,0,52,123.03,946517
Shamim Hossain,272,241,0,32,112.86,1161044
Hadisullah Tarakhel,163,89,0,27,183.15,1268921
Bilal Muhammad,242,638,31,19,37.93,1268919
A Bishnoi,62,258,12,0,24.03,1268920
Washeem Abbas,160,985,67,8,16.24,1204010
VP Thamotharam,1074,1273,29,121,84.37,1233044
Amar Sharma,238,752,21,8,31.65,1233042
B Arora,888,1428,25,80,62.18,1178905
Zeeshan Khan,942,726,0,120,129.75,1233046
HS Gericke,424,259,0,49,163.71,1233047
SSM Stanislaus,559,544,1,57,102.76,1233043
N Khanna,226,173,0,28,130.64,1178906
B Niaz,289,360,12,34,80.28,1153753
Ravinder Singh,9,19,0,0,47.37,1204009
Sheraz Sheikh,234,427,14,22,54.8,303812
Said Hakim,6,12,0,0,50.0,1101862
Haroon Mughal,3,8,0,0,37.5,1178907
Saqlain Ali,6,9,0,0,66.67,1183917
G Chaturvedi,94,90,0,12,104.44,1204007
TE Britton,98,244,0,1,40.16,1268906
AC Brodin,36,97,2,1,37.11,1268907
B Maes Loch,16,101,6,0,15.84,1268915
J King,66,159,0,3,41.51,1196240
PC McGeown,204,363,3,14,56.2,1268909
DL Graham,95,363,11,2,26.17,1268911
E Chance,20,79,0,0,25.32,1196247
E Brelivet,19,63,0,0,30.16,1196234
ME Violleau,188,400,3,11,47.0,1268910
C Breteche,21,128,5,0,16.41,1196244
M Cargouet,10,33,0,0,30.3,1196249
M Marchello,5,13,0,0,38.46,1196246
SPY Baron,7,21,0,0,33.33,1268912
I Vrignaud,4,15,0,0,26.67,1196238
I van der Woning,21,85,2,0,24.71,1271055
NT Ellis,53,431,31,0,12.3,826915
Sajid Liaqat,38,175,13,2,21.71,1046595
Faizan Mumtaz,6,15,0,0,40.0,1156438
Ghulam Ahmadi,70,968,52,4,7.23,1271974
D Abeyrathna,299,366,5,28,81.69,1271990
Bilal Safdar,84,156,3,7,53.85,580987
Usman Arif,128,127,5,18,100.79,1046649
Sher Sahak,283,356,14,33,79.49,1271993
Vinay Ravi,99,415,21,8,23.86,1271992
Ahmadullah Shinwari,27,199,8,0,13.57,1271995
Talha Khan,532,486,0,50,109.47,1156488
DA Blignaut,417,703,23,33,59.32,596416
Noman Amjad,274,609,19,15,44.99,1153719
U Shahid,109,174,6,8,62.64,525052
Usman Khan,600,851,32,66,70.51,467829
Rahmatullah Mangal,94,429,26,4,21.91,1271986
Dawood Ahmadzai,107,644,33,6,16.61,1271983
Junaid Mehmood,33,41,0,4,80.49,525145
Mobashar Ashraf,4,29,2,0,13.79,1156613
Wahidullah Sahak,232,423,19,23,54.85,1271994
S Santhirakumaran,70,99,0,6,70.71,1271985
Hashir Hussain,0,6,0,0,0.0,1156439
Virk Ali,85,85,0,7,100.0,1271980
Jubaid Ahamed,49,45,0,4,108.89,1156612
HA Jackson,315,349,0,25,90.26,1271981
Nooruddin Mujadady,34,100,4,3,34.0,1271978
Israr Khan,2,25,0,0,8.0,1271977
Mustafa Omer,4,11,0,0,36.36,1271984
H Srinivasan,22,37,0,0,59.46,1183926
Ibrahim Jabarkhel,25,131,5,1,19.08,1271982
L Canessane,400,323,0,44,123.84,1195651
Azmat Ali,24,28,0,1,85.71,1271975
A Johnmary,8,14,0,0,57.14,1271979
Ahmadschah Ahmadzai,0,12,2,0,0.0,1271973
Husnain Kabeer,5,6,0,0,83.33,1271976
KA Maharaj,135,886,39,11,15.24,267724
R Ravindra,250,435,14,24,57.47,959767
CE McConchie,110,235,7,7,46.81,526021
BV Sears,41,343,20,1,11.95,959769
C Campher,987,1510,36,102,65.36,595921
NA Rock,175,148,0,16,118.24,1112535
W McClintock,41,39,0,4,105.13,928073
C Chatonzwa,17,61,2,0,27.87,317146
CT Dhururu,287,369,0,23,77.78,1094714
L Tshuma,136,714,33,7,19.05,538593
T Putthawong,175,1108,66,13,15.79,1171484
N Gwanzura,71,131,5,6,54.2,922491
Zameer Khan,71,96,0,5,73.96,414806
Qudratullah Mir Afzail,42,122,4,3,34.43,1273280
Khalid Zahid,194,464,13,19,41.81,1156608
Hassan Mehmood,33,112,6,1,29.46,1273275
O Gholami,3,81,3,0,3.7,1273279
L Karlsson,55,298,19,4,18.46,1273274
A Venkatesh,301,454,20,26,66.3,1101939
Imal Zuwak,149,143,0,17,104.2,1273278
Rahel Khan,138,127,1,20,108.66,1046655
Surya Anand,387,771,16,25,50.19,1273173
Lucky Ali,166,400,16,9,41.5,1153700
W Boshoff,193,226,0,13,85.4,1273277
Humayun Kabir,13,19,0,0,68.42,1273276
Aftab Ahmed,225,195,0,27,115.38,56266
R Gowthaman,86,100,0,4,86.0,1273281
Dipanjan Dey,131,95,0,11,137.89,1273282
Baz Aybui,16,150,8,0,10.67,1273283
Lemar Momand,13,95,1,0,13.68,1273284
Musa Shaheen,105,141,0,5,74.47,1153703
FA Klokker,51,46,0,4,110.87,23928
L Bruce,1155,1590,26,113,72.64,1274033
J Shaju,70,469,30,0,14.93,1274047
P Hatchman,69,75,0,5,92.0,1274035
CV Harrison,15,88,4,0,17.05,649437
Azhar Andani,295,261,0,31,113.03,1274037
Amir Zaib,270,253,4,28,106.72,1274044
ARA Chambers,240,242,0,26,99.17,1156627
Amandeep Singh,137,267,10,15,51.31,1274042
M Stoman,10,19,2,1,52.63,1274043
Junaid Khan,77,536,25,3,14.37,259551
Sirajullah Khadim,105,467,29,8,22.48,56161
J Marples,37,49,0,2,75.51,1274036
R Cunningham,16,45,2,0,35.56,1274034
C Rububagumya,701,1448,46,40,48.41,1151255
Amoluk Singh,280,380,7,41,73.68,1273407
Z Bimenyimana,346,1301,62,26,26.59,1151261
M Akayezu,568,1387,73,42,40.95,1155599
V Mitari,42,235,14,0,17.87,1151264
K Irakoze,416,1284,51,37,32.4,1273409
SK Awiah,392,738,23,33,53.12,515923
OH Agbomadzie,698,1337,41,57,52.21,380561
Devender Singh,240,206,0,22,116.5,1273700
MK Anafie,89,163,6,10,54.6,308505
E Dusingizimana,936,829,0,120,112.91,346602
D Ndikubwimana,672,866,0,56,77.6,1155597
E Niyomugabo,347,495,10,29,70.1,1151257
O Tuyisenge,958,896,0,112,106.92,1151256
Bosco Tuyizere,104,122,0,7,85.25,1151265
W Niyitanga,550,630,0,47,87.3,1155609
D Uwimana,53,71,0,5,74.65,1151262
P Vekaria,74,175,5,7,42.29,1273410
KF Bakiweyem,20,28,0,0,71.43,515922
TK Joseph,155,168,0,12,92.26,1107673
S Samal,70,58,0,8,120.69,346613
Amjad Sher,306,741,28,27,41.3,1194056
Naveed Shahid,18,94,3,2,19.15,1274129
PF Gallagher,160,496,26,20,32.26,1156458
Raaz Mohammad,55,385,23,1,14.29,403327
H Dandapani,23,66,2,2,34.85,1156460
MB Tambe,147,626,25,6,23.48,1156462
NG Collins,344,357,0,33,96.36,1156457
A Pusthay,106,156,4,8,67.95,1156468
AK Mohan,276,316,0,26,87.34,1156467
VS Padhaal,413,379,0,40,108.97,1156464
JOP Scamans,135,131,0,9,103.05,520043
Adnan Syed,3,28,0,0,10.71,1194058
I Kaia,311,296,0,34,105.07,465327
GT Main,46,280,21,2,16.43,470777
Q Joseph,177,356,5,24,49.72,769485
SK Atai,73,152,3,6,48.03,1115033
KV Morea,105,477,34,7,22.01,524255
CN Greaves,320,648,18,27,49.38,873199
LV van Beek,157,712,41,4,22.05,440522
D Wiese,712,1599,68,66,44.53,221140
R Trumpelmann,210,680,32,20,30.88,698317
KH Prajapati,859,793,0,106,108.32,1276719
Ayan Khan,609,821,7,49,74.18,956319
H Hiri,277,283,3,29,97.88,646175
R Rampaul,87,645,31,0,13.49,52912
M van Lingen,557,478,0,75,116.53,833777
RL Chase,410,736,19,42,55.71,391832
Hamid Hassan,89,534,35,5,16.67,311427
DM Braat,9,69,3,0,13.04,257509
T Rodriguez,5,20,0,0,25.0,1196248
LM Aramas,4,9,0,0,44.44,1274628
NN Odhiambo,255,678,28,28,37.61,238612
Vraj Patel,51,1054,73,0,4.84,1178080
Gurdeep Singh,188,217,2,21,86.64,637496
P Koech,50,425,29,0,11.76,578785
P Aho,307,857,50,16,35.82,1155526
Mustapha Yusuf,44,123,3,3,35.77,1276638
P Useni,254,751,34,25,33.82,1276635
O Isesele,5,62,1,0,8.06,1118193
RA Abolarin,61,186,9,3,32.8,1155530
O Olaleye,129,133,0,13,96.99,1089930
DS Wesonga,4,12,0,0,33.33,315051
S Sesazi,1987,1576,0,258,126.08,531312
Bilal Hassun,202,829,54,9,24.37,1151338
Zahid Abbas,11,45,2,1,24.44,1276313
F Achelam,89,98,0,8,90.82,1107652
G Mubiru,0,54,4,0,0.0,1107654
Hamza Dar,594,492,3,63,120.73,1178902
C Rumistrzewicz,31,517,38,0,6.0,1153796
Muhammad Asjed,7,7,0,1,100.0,1156620
Ayesha Hasan,94,145,0,4,64.83,1275235
N Kayani,11,35,4,0,31.43,1275227
Farial Zia Safdar,9,55,5,0,16.36,1196337
Pooja Kumari,19,90,5,1,21.11,1275238
A Dastgir,0,2,0,0,0.0,1275239
S Devata,10,15,2,0,66.67,1275228
R Immadi,151,282,4,3,53.55,1196334
Mutaiba Ansar,3,7,0,0,42.86,1196329
S Elmsjoo,16,88,6,0,18.18,1275230
DS Gamage,22,50,2,0,44.0,1275240
S Jadhav,3,3,0,0,100.0,1275241
G Shukla,127,291,7,9,43.64,1275220
Hina Hussain,7,32,3,0,21.88,1196332
S Raveendrakumar,12,34,0,0,35.29,1196336
RG Somashekhar,20,55,1,0,36.36,1275223
AS Gorad,80,120,0,4,66.67,1275237
S Linden,24,39,0,0,61.54,1275225
C Elmsjoo,0,2,0,0,0.0,1275233
M Alugunoolla,19,49,0,2,38.78,1275222
S Lundell,200,213,2,18,93.9,1275226
T Zilfidou,0,1,0,0,0.0,1275234
Abhilasha Singh,4,13,0,0,30.77,1275232
TJE Chiracheque,29,49,0,2,59.18,1276631
OC Moiane,10,20,0,0,50.0,1276632
HR Ponja,0,7,0,0,0.0,1205900
AL Mangue,14,51,1,1,27.45,1276628
Ntombizonke MKhatshwa,64,295,12,2,21.69,1276664
M Dlamini,97,195,1,7,49.74,1276656
N Khumalo,14,98,3,0,14.29,1276658
W Ginindza,62,185,5,1,33.51,1276657
S Mabuza,50,169,3,1,29.59,1276665
N Mabila,82,157,0,4,52.23,1277027
K Maseko,7,25,0,0,28.0,1276659
Ntombizodwa Mkhatshwa,44,114,0,2,38.6,1276663
P Dlamini,13,34,0,1,38.24,1276661
N Gwebu,20,34,0,1,58.82,1276655
D Dlamini,29,104,1,1,27.88,1276667
F Pessima,58,231,11,2,25.11,1276669
Chinyenum George,3,31,2,0,9.68,1265233
L Piety,274,425,12,34,64.47,1265231
MI Shakim,17,59,3,2,28.81,271987
SF Jerome,96,429,20,6,22.38,1276637
LM Massawe,32,32,0,1,100.0,1140120
P Mazuze,0,2,0,0,0.0,1205899
E Mbofana,19,135,10,0,14.07,638263
T Malinga,31,152,1,0,20.39,1276660
MLN Sissako,215,399,3,21,53.88,1276643
BMA Mbida,120,281,6,7,42.7,1276649
CI Manidom,20,107,5,0,18.69,1276646
M Turay,72,118,2,7,61.02,1182751
MSF Tedjui,3,4,0,0,75.0,1276653
AAM Eliane,7,27,0,0,25.93,1276644
MFD Douma,8,28,1,0,28.57,1276651
ME Bessala,107,220,0,10,48.64,1276652
DLN Kenfack,0,3,0,0,0.0,1276650
MSN Ekani,124,316,7,9,39.24,1276641
TMA Leslie,84,357,13,2,23.53,1276654
JAN Ngono,107,260,4,10,41.15,1276648
MA Swedy,138,98,0,14,140.82,1140116
MH Ushanga,51,282,12,2,18.09,1276639
I Alumo,47,280,12,3,16.79,1276640
N Magagula,26,84,1,0,30.95,1276668
M May,2,2,0,0,100.0,1276662
P Mujaji,166,186,0,17,89.25,272026
P Malemikia,48,255,12,2,18.82,1179939
KD Mehta,4,45,4,0,8.89,1275729
Dharmendra Manani,6,23,2,0,26.09,1236494
V Jagannivasan,40,44,0,2,90.91,1275728
M Kadyan,158,277,7,17,57.04,1275726
A Halbhavi,199,181,0,27,109.94,1275734
A Nanda,91,516,18,4,17.64,1198917
Omar Rassol,347,394,4,41,88.07,1275727
V Hristov,10,13,0,0,76.92,1267507
Zeeshan Kukikhel,394,467,15,58,84.37,1204124
Abhijeet Ahuja,351,367,2,32,95.64,1204125
HV Mandhyan,277,649,24,22,42.68,1204130
Zahir Mohammed,282,187,0,40,150.8,1204127
A Kheterpal,370,619,12,40,59.77,1204131
Khaibar Deldar,125,163,4,16,76.69,1204128
AG Weligamage,151,309,7,12,48.87,1275721
Ali Yalmaz,89,171,8,8,52.05,1275720
SA Mohandas,108,410,19,3,26.34,1275723
B George,696,603,2,75,115.42,1275736
M Fontaine,52,95,3,1,54.74,1276057
S Ashwathnarayana,151,104,0,18,145.19,1204129
Sanjay Kumar,9,7,0,1,128.57,1275724
A Manepalli,40,36,0,3,111.11,1230627
A Dhingra,35,263,17,1,13.31,1275733
DJ Hooda,391,358,7,47,109.22,497121
HV Patel,127,588,31,12,21.6,390481
Arshdeep Singh,208,1344,98,8,15.48,1125976
RJ Gleeson,7,134,9,0,5.22,473191
Avesh Khan,76,544,29,4,13.97,694211
Umran Malik,31,158,13,1,19.62,1246528
Ravi Bishnoi,124,896,59,6,13.84,1175441
T Stubbs,642,476,0,78,134.87,595978
RR Rossouw,802,498,0,108,161.04,318845
Mohammad Nawaz,452,945,30,55,47.83,348148
Saif Hassan,69,104,0,4,66.35,821749
Shahnawaz Dhani,31,227,8,2,13.66,1203995
Shohidul Islam,3,25,1,0,12.0,56125
VR Iyer,150,144,6,20,104.17,851403
M Jansen,129,438,17,10,29.45,696401
T Filer,18,46,4,1,39.13,580702
Qasim Anwar,13,69,3,0,18.84,1281564
Habib Khan,308,532,17,32,57.89,591665
Ali Masood,468,669,18,48,69.96,906051
Tejwinder Singh,101,271,14,10,37.27,1281562
S Hook,248,262,0,26,94.66,1179186
Maidul Islam,158,159,0,17,99.37,1155254
Gurpratap Singh,221,362,19,25,61.05,1281563
Waqar Ali,4,69,6,0,5.8,1281558
M Vaik,64,102,0,1,62.75,515084
NK Tiwari,226,531,15,20,42.56,1281569
Yasir Mehmood,66,131,4,5,50.38,1281565
MMR Obili,36,186,5,0,19.35,515071
Moshiur Rahman,12,29,0,0,41.38,515073
T Cross,7,24,0,0,29.17,1179188
CPPM Sadun,306,495,9,25,61.82,1281559
BLCS Kumara,4,8,0,0,50.0,1281568
R Mazumder,251,218,0,28,115.14,1281560
M Kyriacou,68,96,0,3,70.83,520026
Ashish Rana,10,40,3,0,25.0,1179189
K Vislapuu,25,226,9,0,11.06,515085
SN Pathirana,58,85,0,1,68.24,1156257
Iftekar Jaman,47,38,0,6,123.68,1281561
Ayush Ummat,0,5,0,0,0.0,1088119
Ali Raza,23,19,0,3,121.05,792229
Ashraful Shuvo,13,52,0,0,25.0,1179190
Saqib Naveed,14,52,0,0,26.92,1151299
ADL Stokoe,6,83,3,0,7.23,525138
S Austin,289,278,0,24,103.96,1281566
Zeeshan Sarwar,113,72,0,13,156.94,1281556
C Smith,36,116,4,3,31.03,932573
D Jansen,104,206,3,7,50.49,1058501
EF Beard,215,198,0,25,108.59,1156492
M Sedgwick,1,6,0,0,16.67,1179187
R Brar,6,34,0,0,17.65,1281567
Murtaza Yamin,0,18,0,0,0.0,1281557
Waseem Muhammad,1977,1315,3,268,150.34,1241277
Kashif Daud,119,299,11,10,39.8,229225
SM Sharma,4,76,1,0,5.26,1199670
Akif Raja,109,386,15,9,28.24,1281546
KP Meiyappan,31,343,25,2,9.04,1058987
A Reyes,203,389,17,15,52.19,523245
Aaftab Alam Khan,273,204,0,29,133.82,1269467
B Kalki Kumar,7,33,0,0,21.21,1284214
PA Raikes,317,290,0,32,109.31,298154
Ashwin Vinod,70,384,21,3,18.23,1284223
Ali Nayyer,251,545,24,20,46.06,469203
Osama Mahmood,317,352,4,32,90.06,1284226
S Franklin,14,38,0,0,36.84,1284218
A Andrews,9,68,5,1,13.24,1135751
Arjun Vinod,336,492,5,35,68.29,469193
Idrees Ul Haque,210,155,0,33,135.48,1284219
Anser Mehmood,81,74,0,7,109.46,1284224
NK Aneesh Kumar,35,366,14,0,9.56,1284220
Noorkhan Ahmedi,65,62,1,9,104.84,1284217
I Katzarski,18,41,0,0,43.9,514768
Ahsan Khan,40,151,6,1,26.49,1284210
Andrey Lilov,1,3,0,0,33.33,1284580
Asad Mahmood,70,55,0,7,127.27,1284225
M Martin,2,6,0,0,33.33,1284221
DS Vosloo,18,20,0,0,90.0,1284213
ZM Tribe,273,314,3,27,86.94,1112223
AM Tribe,452,390,0,51,115.9,1195664
Faisal Mubashir,461,435,0,39,105.98,537048
MGSM Fernando,36,167,9,3,21.56,656851
S Thanikaithasan,348,370,1,33,94.05,1036597
JW Dernbach,140,908,50,4,15.42,12461
G Stewart,390,440,11,57,88.64,1098186
DKD Warnakulasuriya,13,175,12,0,7.43,1283175
A Khan,61,201,7,3,30.35,23911
Shakerullah Safi,1,19,0,0,5.26,1283170
NL Smith,95,112,0,8,84.82,1005373
J Grassi,61,65,0,4,93.85,1005267
GK Berg,176,425,21,17,41.41,44394
RJG Palmer,20,128,4,0,15.62,470894
D Birrell,53,334,23,0,15.87,1112214
Amir Sharif,32,31,0,2,103.23,1283176
Bilal Aftab,3,15,1,0,20.0,1153706
C Brennan,240,190,0,28,126.32,1278236
Absar Khan,6,15,1,0,40.0,1283168
V Vasquez,220,211,0,18,104.27,307838
NC Monteiro,46,276,9,1,16.67,1161402
M Castineiras,360,235,0,46,153.19,1203219
M Ribeiro,26,173,6,0,15.03,1283424
A Stocks,122,291,12,6,41.92,666573
L Taylor,71,203,6,6,34.98,1203223
M Martinez,122,300,5,10,40.67,1203227
RD de Sousa,149,426,11,5,34.98,1161404
CA Greloni,11,29,0,1,37.93,307837
L Moises,13,99,8,1,13.13,1203213
M Esquivel,0,1,0,0,0.0,1283415
JC Cullen,30,87,2,1,34.48,1203226
T Basile,6,29,4,0,20.69,1283416
L Cardoso,46,195,13,2,23.59,1283421
C Sosa,27,196,8,0,13.78,1203218
D Staddon,58,93,1,3,62.37,1283420
L Iglesias,0,2,0,0,0.0,1203228
L Agatha,82,162,0,4,50.62,1161397
M Artur,5,26,0,0,19.23,1283422
RMAM Avery,181,306,4,10,59.15,1161398
TG Norris,2,25,1,0,8.0,872217
SR Thadani,34,222,11,1,15.32,1283450
D Saxena,265,386,7,25,68.65,272025
M Chaudhary,3,51,4,0,5.88,597802
S Vig,4,32,0,0,12.5,1283428
M Gill,17,44,1,2,38.64,1283431
Mahrukh Imtiaz,2,8,0,0,25.0,1184543
S Zafar,2,8,0,0,25.0,1283427
GC Bhogle,161,179,0,16,89.94,1283437
K Gray,1,9,0,0,11.11,1283430
A Kolan,181,249,0,10,72.69,1283435
IM Vaghela,174,485,19,7,35.88,1283439
LP Mullapudi,5,9,0,0,55.56,1283440
Aziz Sualley,14,118,5,1,11.86,1107672
E Sebareme,419,1149,52,33,36.47,807509
T Rajiv,89,79,0,13,112.66,1283127
N Krishna,84,270,13,7,31.11,1283119
SKDT Madusanka,263,378,8,32,69.58,1283126
SR Mohan,67,107,0,4,62.62,1283123
D Kalvin,93,177,3,5,52.54,1283116
Mazharul Islam,249,263,1,29,94.68,1283118
S Udhayan,19,14,0,3,135.71,1283125
VL Mukesh,10,64,0,1,15.62,585541
R Nil,35,77,1,3,45.45,1283121
SR Rocket,31,220,7,2,14.09,1283124
KJ Patel,10,139,4,1,7.19,585523
G Kansonkho,227,254,1,27,89.37,516363
D Kansonkho,365,462,5,34,79.0,1163148
MA Baig,221,493,26,19,44.83,1163153
Sami Sohail,530,626,16,47,84.66,1163154
M Abdulla,17,109,3,0,15.6,516330
GM Ntambalika,134,184,5,11,72.83,1163147
C Chete,9,19,0,1,47.37,1163387
A Kansonkho,2,5,0,0,40.0,1205882
M Mwamadi,13,77,4,0,16.88,1163150
C Tlali,106,139,0,8,76.26,1163137
Omar Hussain,37,50,0,3,74.0,1283104
Maaz Khan,147,135,0,17,108.89,1161605
Sameer Patel,108,118,0,10,91.53,346572
Sarfaraj Patel,24,74,3,0,32.43,1163139
YYM Jakda,39,143,8,3,27.27,1283109
AAA Patel,40,35,0,5,114.29,1163136
MV Matsau,19,123,7,0,15.45,1283108
TG Thamae,5,86,5,0,5.81,1163138
TD Chaoana,58,275,6,2,21.09,1155588
M Leporoporo,0,10,1,0,0.0,1163135
C Forbes,132,143,0,16,92.31,1163165
Muhammad Amin,85,103,1,11,82.52,1283103
Naeem Gull,164,183,0,23,89.62,515894
J Ghadiyali,65,139,4,6,46.76,1283097
Umair Qasim,85,230,6,3,36.96,1283098
Shehzad Patel,40,42,0,4,95.24,1163169
JJ Wright,37,48,0,2,77.08,346671
J Hansrod,17,26,0,1,65.38,586029
M Magagula,87,256,12,4,33.98,1163164
S Kubheka,10,30,0,0,33.33,1283101
JF Chester,1,13,0,0,7.69,1163167
B Pondani,28,221,11,0,12.67,1283114
R Baaleri,234,501,18,12,46.71,1155516
R Agamiire,7,37,1,0,18.92,1107650
M Jele,48,140,6,1,34.29,1283102
L Zulu,2,5,0,0,40.0,1283100
HL Harji,27,173,6,3,15.61,1283117
K Govind,3,21,1,0,14.29,1283128
ME Leoela,40,71,1,1,56.34,1283106
P Byron,0,1,0,0,0.0,1283120
S Williams,47,218,6,3,21.56,585362
K Motlanka,550,525,8,65,104.76,308710
M Kpaka,102,356,11,1,28.65,637797
AB Kamara,42,99,2,1,42.42,346552
Zahid Khan,57,129,1,5,44.19,1286493
S Conteh,143,526,26,7,27.19,1155541
G Sesay,169,573,36,6,29.49,1283582
AL Kerai,104,140,0,4,74.29,1283581
J Bangura,288,385,0,20,74.81,1089823
L Lamin,318,356,0,29,89.33,346571
A Gbla,162,305,17,14,53.11,516372
E Ernest,30,161,4,2,18.63,1155543
AR Patwa,1101,916,1,153,120.2,296167
LA Simango,55,205,9,2,26.83,1155510
II Selemani,1314,883,0,199,148.81,1286455
ZE Matsinhe,13,93,1,0,13.98,1163161
JC Darji,36,149,12,4,24.16,1151267
Jitin Singh,220,213,4,27,103.29,1013201
FA Cossa,300,566,18,37,53.0,1163158
F Damiao Couana,679,808,16,83,84.03,585615
J Bulele,416,650,16,44,64.0,1155498
SDJJ Dima,20,122,4,0,16.39,1163159
S Thakor,502,1314,64,62,38.2,1286457
SF Nhavotso,19,60,1,0,31.67,1155506
HA Chohan,154,548,28,15,28.1,859431
SA Jumbe,564,1306,55,51,43.19,723573
K Nassoro,865,1556,40,86,55.59,296166
JJ Huo,277,470,23,29,58.94,1155503
RK Kiseto,14,236,11,0,5.93,296169
L Emilio,91,92,0,11,98.91,1155507
AM Kimote,370,1152,61,25,32.12,470752
VE Tembo,119,155,1,11,76.77,1155501
GO Sopinho,0,1,0,0,0.0,1286496
DB Loic,100,325,12,5,30.77,1286507
JB Abega,77,319,15,1,24.14,1286509
M Fru,28,119,5,1,23.53,1286498
BN Toube,294,485,14,39,60.62,1286510
AB Mengoumou,11,67,1,0,16.42,1286503
FE Carava,33,67,0,1,49.25,1155505
P Abanda,66,95,0,8,69.47,1286502
I Tchakou,101,175,5,10,57.71,1286499
RGA Amah,140,190,0,11,73.68,1286508
AN Toube,74,216,5,6,34.26,1286504
FJ Mpegna,35,57,0,3,61.4,1286497
CB Ondoa,39,91,0,1,42.86,1286506
S Tarawally,18,133,2,0,13.53,637800
AR Balla,44,132,0,0,33.33,1286500
AA Navicha,143,203,2,8,70.44,1155511
I Mansaray,9,25,0,0,36.0,420432
AA Jasani,203,158,0,21,128.48,637296
ZR Jaboneke,39,83,1,1,46.99,578731
C Bah,96,200,4,10,48.0,1155538
N Ndouteng,1,29,2,0,3.45,1286501
A Shreshta,395,376,0,39,105.05,1283583
S Mba,115,149,0,12,77.18,1155531
S Ogundipe,2,40,1,0,5.0,1155528
SO Olayinka,26,34,0,3,76.47,380577
R Abdulkareem,222,686,29,17,32.36,1280658
